"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
682829,"De La Cruz, Elly","994","0.90610756608933454877","695",75.19724338028183,"0.54024144869215291751",0.31798561151079136,0.22233400402414488,0.19136690647482013,0.13380281690140844,"7.2829900301810865","31",5.629965398939362,"299",0.3008048289738431,"352",0.35412474849094566
660821,"Sánchez, Jesús","891","0.90640895218718209563","614",75.16434883277218,"0.54433221099887766554",0.32247557003257327,0.2222222222222222,0.19055374592833876,0.13131313131313133,"7.1461954096520763","13",-19.328673994139177,"277",0.3108866442199775,"300",0.3367003367003367
663624,"Mountcastle, Ryan","912","0.90656063618290258449","699",75.05511220394732,"0.50000000000000000000",0.2732474964234621,0.20942982456140352,0.15879828326180256,0.12171052631578948,"7.4939784978070175","15",-14.185869531014482,"213",0.23355263157894737,"320",0.3508771929824561
572233,"Walker, Christian","915","0.90147783251231527094","708",75.0450196612022,"0.52786885245901639344",0.2612994350282486,0.20218579234972678,0.15819209039548024,0.12240437158469945,"7.5444976721311475","32",-21.167922957903286,"207",0.2262295081967213,"303",0.33114754098360655
670042,"Raley, Luke","752","0.90059880239520958084","512",74.9709340292553,"0.50797872340425531915",0.26953125,0.18351063829787234,0.16796875,0.11436170212765957,"7.2498889095744681","16",-7.490446779227974,"240",0.3191489361702128,"236",0.31382978723404253
665487,"Tatis Jr., Fernando","680","0.90185676392572944297","511",74.92280226470595,"0.48970588235294117647",0.3816046966731898,0.2867647058823529,0.23874755381604695,0.17941176470588235,"7.3506932647058824","32",-3.3928798613445603,"169",0.2485294117647059,"274",0.40294117647058825
671739,"Harris II, Michael","777","0.90771028037383177570","596",74.7185381853281,"0.48133848133848133848",0.3053691275167785,0.23423423423423423,0.19630872483221476,0.15057915057915058,"8.0627272844272844","11",-10.307374864888363,"181",0.23294723294723294,"307",0.39510939510939513
669394,"Burger, Jake","929","0.90281827016520894072","665",74.68849191603877,"0.46932185145317545748",0.33383458646616543,0.23896663078579117,0.20150375939849624,0.1442411194833154,"7.4839931108719053","17",-0.5982532531092543,"264",0.28417653390742736,"341",0.36706135629709363
677951,"Witt Jr., Bobby","1154","0.91009463722397476341","908",74.67063141247827,"0.48180242634315424610",0.34801762114537443,0.2738301559792028,0.2026431718061674,0.15944540727902945,"7.0959681195840555","16",24.757959841073667,"246",0.21317157712305027,"483",0.41854419410745236
661388,"Contreras, William","1114","0.90716612377850162866","829",74.66873254039501,"0.50359066427289048474",0.3486127864897467,0.2594254937163375,0.21109770808202655,0.1570915619389587,"7.3443889317773788","25",-2.600584141597861,"285",0.25583482944344704,"428",0.38420107719928187
682985,"Greene, Riley","944","0.90856592877767083734","699",74.64494158898307,"0.45338983050847457627",0.3061516452074392,0.2266949152542373,0.1688125894134478,0.125,"7.1873936970338983","7",-3.8395759757179686,"245",0.2595338983050847,"327",0.3463983050847458
677800,"Abreu, Wilyer","756","0.90756302521008403361","557",74.55485899470891,"0.44576719576719576720",0.30700179533213645,0.2261904761904762,0.15978456014362658,0.11772486772486772,"7.3922877645502646","17",-9.365253961467136,"199",0.26322751322751325,"263",0.3478835978835979
673357,"Robert Jr., Luis","715","0.90163934426229508197","482",74.54360745454542,"0.47552447552447552448",0.2821576763485477,0.1902097902097902,0.15560165975103735,0.1048951048951049,"7.7373839860139860","12",-20.151218114331975,"233",0.3258741258741259,"233",0.3258741258741259
663728,"Raleigh, Cal","1112","0.90406504065040650407","790",74.51715710431667,"0.45143884892086330935",0.2848101265822785,0.20233812949640287,0.15949367088607594,0.11330935251798561,"7.7683741097122302","15",-10.419115347249214,"322",0.289568345323741,"339",0.30485611510791366
694671,"Langford, Wyatt","819","0.90297684674751929438","630",74.49387903540902,"0.48229548229548229548",0.31746031746031744,0.2442002442002442,0.18412698412698414,0.14163614163614163,"7.0068706349206349","8",-2.4436315670759257,"189",0.23076923076923078,"340",0.41514041514041516
621439,"Buxton, Byron","658","0.90508940852819807428","460",74.32131126139822,"0.41793313069908814590",0.31521739130434784,0.22036474164133737,0.1673913043478261,0.11702127659574468,"8.0769337386018237","12",-0.656553541479503,"198",0.3009118541033435,"221",0.33586626139817627
671732,"Butler, Lawrence","725","0.90738423028785982478","539",74.19212224827587,"0.43586206896551724138",0.3209647495361781,0.2386206896551724,0.17625231910946196,0.1310344827586207,"7.0714196551724138","12",2.8021602807817256,"186",0.25655172413793104,"272",0.37517241379310345
669127,"Langeliers, Shea","853","0.91523605150214592275","621",74.13680409144193,"0.41969519343493552169",0.3252818035426731,0.23681125439624853,0.17713365539452497,0.12895662368112543,"7.2779461195779601","7",-10.776088332895934,"232",0.2719812426729191,"311",0.3645955451348183
624424,"Conforto, Michael","722","0.90589711417816813049","554",74.12210267313017,"0.42936288088642659280",0.3303249097472924,0.25346260387811637,0.17509025270758122,0.13434903047091412,"7.3757140166204986","5",-10.113073505650132,"168",0.23268698060941828,"286",0.3961218836565097
547180,"Harper, Bryce","1126","0.90514469453376205788","843",74.07012211367676,"0.41474245115452930728",0.28113879003558717,0.21047957371225579,0.17556346381969157,0.13143872113676733,"7.2847128863232682","14",2.6436474485197103,"283",0.25133214920071045,"366",0.325044404973357
542303,"Ozuna, Marcell","1139","0.90829346092503987241","782",73.99611879719038,"0.42142230026338893766",0.33631713554987214,0.2309043020193152,0.2020460358056266,0.13871817383669885,"7.3987484372256365","4",6.502495331450815,"357",0.31343283582089554,"381",0.334503950834065
621566,"Olson, Matt","1255","0.91074020319303338171","926",73.76720594422308,"0.38486055776892430279",0.26457883369330454,0.1952191235059761,0.1511879049676026,0.11155378486055777,"7.3470472828685259","11",-25.548834865673744,"329",0.2621513944223108,"380",0.30278884462151395
681297,"Cowser, Colton","908","0.90258449304174950298","665",73.75883813876662,"0.40748898678414096916",0.3097744360902256,0.22687224669603523,0.1699248120300752,0.12444933920704845,"6.9375178083700441","23",-17.206941746684404,"243",0.26762114537444937,"313",0.3447136563876652
682998,"Carroll, Corbin","911","0.91282565130260521042","723",73.69314990120758,"0.36882546652030735456",0.34854771784232363,0.27661909989023054,0.1839557399723375,0.145993413830955,"7.0201557409440176","5",-17.800751559739467,"188",0.20636663007683864,"414",0.4544456641053787
606466,"Marte, Ketel","851","0.90918803418803418803","680",73.68372994124545,"0.40540540540540540541",0.38235294117647056,0.30552291421856637,0.20294117647058824,0.16216216216216217,"7.6377421856639248","6",0.8310679694341823,"171",0.2009400705052879,"348",0.408930669800235
667670,"Rooker, Brent","1012","0.91007194244604316547","699",73.68173408102783,"0.37154150197628458498",0.32474964234620884,0.22430830039525693,0.18025751072961374,0.12450592885375494,"7.0795767984189723","29",22.686134554854007,"313",0.3092885375494071,"345",0.3409090909090909
662139,"Varsho, Daulton","819","0.90899001109877913430","605",73.66690459096453,"0.34432234432234432234",0.2396694214876033,0.17704517704517705,0.11074380165289256,0.08180708180708181,"7.6287425641025641","6",-16.387471259171814,"214",0.2612942612942613,"279",0.34065934065934067
642715,"Adames, Willy","1215","0.90671641791044776119","885",73.61564384362147,"0.33497942386831275720",0.28700564971751413,0.20905349794238684,0.1310734463276836,0.09547325102880659,"8.1086962304526749","9",2.6989274660576292,"330",0.2716049382716049,"408",0.3358024691358025
680776,"Duran, Jarren","1141","0.91134185303514376997","881",73.61282819456603,"0.36371603856266432954",0.30192962542565266,0.2331288343558282,0.1793416572077185,0.13847502191060473,"7.5596874057843996","21",-2.869828968993981,"260",0.22787028921998248,"449",0.39351446099912357
679529,"Torkelson, Spencer","647","0.90616246498599439776","485",73.55917049459052,"0.28902627511591962906",0.2597938144329897,0.1947449768160742,0.11958762886597939,0.08964451313755796,"7.5487653632148377","11",-22.62240853635167,"162",0.250386398763524,"215",0.3323029366306028
664040,"Lowe, Brandon","770","0.90058479532163742690","545",73.42883107792208,"0.35974025974025974026",0.30825688073394497,0.21818181818181817,0.1724770642201835,0.12207792207792208,"7.1220468181818182","27",-5.297156649598152,"225",0.2922077922077922,"254",0.32987012987012987
687401,"Ortiz, Joey","750","0.90689238210399032648","638",73.38858974666677,"0.34800000000000000000",0.26489028213166144,0.22533333333333333,0.1238244514106583,0.10533333333333333,"7.5172700800000000","8",-4.075960296072874,"112",0.14933333333333335,"320",0.4266666666666667
592626,"Pederson, Joc","662","0.90068027210884353741","508",73.37309377643503,"0.37160120845921450151",0.28937007874015747,0.22205438066465258,0.1594488188976378,0.12235649546827794,"7.6935153776435045","10",-0.26715182229324314,"154",0.2326283987915408,"223",0.3368580060422961
607043,"Nimmo, Brandon","1141","0.90627482128673550437","892",73.34248541630151,"0.35845749342681858019",0.312780269058296,0.24452234881682736,0.15807174887892378,0.12357581069237511,"7.2968786415425066","22",-11.179962913830451,"249",0.2182296231375986,"413",0.3619631901840491
663993,"Lowe, Nathaniel","903","0.90571715145436308927","736",73.31284666666669,"0.29346622369878183832",0.2826086956521739,0.23034330011074197,0.15217391304347827,0.12403100775193798,"7.2694856921373200","23",-7.256497340627617,"167",0.1849390919158361,"348",0.3853820598006645
664913,"Brown, Seth","685","0.91211717709720372836","498",73.30077018978105,"0.28175182481751824818",0.3092369477911647,0.22481751824817517,0.14457831325301204,0.10510948905109489,"7.2079967445255474","14",-18.927761450420817,"187",0.272992700729927,"229",0.3343065693430657
666139,"Lowe, Josh","765","0.90532544378698224852","522",73.29749416993468,"0.32679738562091503268",0.28160919540229884,0.19215686274509805,0.13409961685823754,0.0915032679738562,"7.1500561699346405","9",-19.10776120911131,"243",0.3176470588235294,"214",0.2797385620915033
650490,"Díaz, Yandy","902","0.90927419354838709677","788",73.2580583370289,"0.34368070953436807095",0.36548223350253806,0.31929046563192903,0.21954314720812182,0.1917960088691796,"7.5165517184035477","2",-13.074531621567992,"114",0.12638580931263857,"414",0.458980044345898
606192,"Hernández, Teoscar","1219","0.90430267062314540059","823",73.25474516817057,"0.32075471698113207547",0.3001215066828676,0.2026251025430681,0.1859052247873633,0.12551271534044298,"7.7643217391304348","29",-5.66809341634331,"396",0.324856439704676,"392",0.32157506152584087
521692,"Perez, Salvador","1186","0.90327494287890327494","878",73.21971994097808,"0.33389544688026981450",0.3359908883826879,0.2487352445193929,0.1776765375854214,0.1315345699831366,"7.9294948903878583","15",-6.360069484412091,"308",0.2596964586846543,"434",0.36593591905564926
669357,"Gorman, Nolan","631","0.90014265335235378031","418",73.21573011093501,"0.30269413629160063391",0.2607655502392344,0.17274167987321712,0.14114832535885166,0.09350237717908082,"7.5250394136291601","15",-16.351343446632832,"213",0.3375594294770206,"188",0.2979397781299525
694192,"Chourio, Jackson","876","0.90683229813664596273","660",73.1605828767124,"0.34018264840182648402",0.34545454545454546,0.2602739726027397,0.1787878787878788,0.13470319634703196,"7.3690821575342466","22",4.603610523547447,"216",0.2465753424657534,"356",0.4063926940639269
592663,"Realmuto, J.T.","673","0.90945945945945945946","509",73.15650236255578,"0.35364041604754829123",0.29273084479371314,0.2213967310549777,0.1650294695481336,0.12481426448736999,"7.6490285735512630","8",-6.763756710094085,"164",0.2436849925705795,"245",0.3640416047548291
669911,"Toglia, Michael","752","0.90931076178960096735","507",73.15121752659572,"0.29255319148936170213",0.3175542406311637,0.21409574468085107,0.1854043392504931,0.125,"7.5402945611702128","21",-18.03768010935577,"245",0.3257978723404255,"234",0.31117021276595747
666160,"Moniak, Mickey","752","0.90602409638554216867","539",73.14535792553191,"0.28590425531914893617",0.2820037105751391,0.20212765957446807,0.12987012987012986,0.09308510638297872,"7.6857526861702128","10",-14.995399410576212,"213",0.28324468085106386,"256",0.3404255319148936
623993,"Santander, Anthony","1200","0.90634441087613293051","966",73.14385507499996,"0.34000000000000000000",0.27639751552795033,0.2225,0.13664596273291926,0.11,"7.2441714333333333","7",-10.800664300945838,"234",0.195,"432",0.36
681624,"Pages, Andy","797","0.90362811791383219955","599",73.07695892095356,"0.28105395232120451694",0.27879799666110183,0.2095357590966123,0.1419031719532554,0.10664993726474278,"7.7264129987452949","11",-23.99182735472108,"198",0.24843161856963614,"279",0.35006273525721454
664238,"Moore, Dylan","658","0.90260631001371742112","508",73.04531989361706,"0.27811550151975683891",0.26968503937007876,0.20820668693009117,0.10826771653543307,0.08358662613981763,"7.1199545288753799","16",-20.724698902400593,"150",0.22796352583586627,"228",0.3465045592705167
502110,"Martinez, J.D.","884","0.90296220633299284985","618",72.97567781674213,"0.28846153846153846154",0.2815533980582524,0.19683257918552036,0.1407766990291262,0.09841628959276018,"8.4139919796380090","30",-19.693480083509172,"266",0.3009049773755656,"265",0.2997737556561086
673548,"Suzuki, Seiya","852","0.90158730158730158730","655",72.9616162558685,"0.34976525821596244131",0.33435114503816793,0.25704225352112675,0.1801526717557252,0.13849765258215962,"7.1918458685446009","17",13.494370070743559,"197",0.2312206572769953,"327",0.38380281690140844
680777,"Jeffers, Ryan","751","0.90047961630695443645","592",72.88053825565908,"0.34087882822902796272",0.27364864864864863,0.21571238348868177,0.13344594594594594,0.1051930758988016,"7.4664962450066578","23",-5.555043028132185,"159",0.21171770972037285,"297",0.3954727030625832
571745,"Haniger, Mitch","644","0.90069930069930069930","448",72.87590616459632,"0.26086956521739130435",0.3482142857142857,0.2422360248447205,0.16517857142857142,0.11490683229813664,"7.0976158074534161","22",-26.08583034838315,"196",0.30434782608695654,"231",0.358695652173913
647304,"Naylor, Josh","1056","0.90410958904109589041","838",72.84873011363624,"0.32196969696969696970",0.33770883054892603,0.26799242424242425,0.15274463007159905,0.12121212121212122,"7.6388810321969697","11",-15.361801924397216,"218",0.20643939393939395,"437",0.41382575757575757
669004,"Melendez, MJ","882","0.91115702479338842975","631",72.83568783446707,"0.32993197278911564626",0.3058637083993661,0.21882086167800455,0.15689381933438987,0.11224489795918367,"7.6642277891156463","14",-34.6227008836437,"251",0.28458049886621317,"281",0.31859410430839
668227,"Arozarena, Randy","964","0.90009337068160597572","705",72.74487632780078,"0.33402489626556016598",0.32907801418439714,0.24066390041493776,0.15886524822695036,0.11618257261410789,"7.3831954564315353","15",-23.59830813239731,"259",0.26867219917012447,"347",0.3599585062240664
457705,"McCutchen, Andrew","768","0.90246768507638072855","570",72.73770125000003,"0.25260416666666666667",0.312280701754386,0.23177083333333334,0.14912280701754385,0.11067708333333333,"7.6042034375000000","11",-15.719969950826178,"198",0.2578125,"291",0.37890625
502054,"Pham, Tommy","716","0.91094147582697201018","572",72.69259008379888,"0.22765363128491620112",0.3723776223776224,0.29748603351955305,0.1853146853146853,0.14804469273743018,"6.8851245251396648","14",-2.862193558877456,"144",0.2011173184357542,"319",0.44553072625698326
672284,"Kelenic, Jarred","729","0.90334572490706319703","492",72.68517758573383,"0.24828532235939643347",0.3475609756097561,0.2345679012345679,0.16463414634146342,0.1111111111111111,"7.3112531001371742","18",-19.815821704180273,"237",0.32510288065843623,"244",0.3347050754458162
657757,"Sheets, Gavin","838","0.90204520990312163617","670",72.67141578758955,"0.29713603818615751790",0.282089552238806,0.22553699284009546,0.12686567164179105,0.10143198090692124,"7.5681789737470167","27",-11.970211727483575,"168",0.20047732696897375,"320",0.3818615751789976
665161,"Peña, Jeremy","1039","0.90821678321678321678","785",72.60295015399429,"0.22232916265640038499",0.3363057324840764,0.25409047160731474,0.1503184713375796,0.11357074109720885,"7.6314987872954764","13",-29.962298095822913,"254",0.24446583253128007,"438",0.4215591915303176
673237,"Diaz, Yainer","1067","0.90577249575551782683","823",72.55708166822869,"0.23711340206185567010",0.34386391251518833,0.26522961574507964,0.17132442284325639,0.13214620431115276,"7.4113944985941893","17",-4.359389709188986,"244",0.22867853795688847,"433",0.40581068416119964
646240,"Devers, Rafael","1009","0.90331244404655326768","718",72.53523080277508,"0.27948463825569871160",0.32729805013927576,0.23290386521308226,0.1935933147632312,0.1377601585728444,"7.4467431219028741","24",-11.566567985486415,"291",0.288404360753221,"331",0.3280475718533201
641857,"McMahon, Ryan","1070","0.90448013524936601860","763",72.5090083271028,"0.26261682242990654206",0.3132372214941022,0.22336448598130842,0.16382699868938402,0.11682242990654206,"7.2049900093457944","28",-20.833238706036173,"307",0.2869158878504673,"334",0.3121495327102804
502671,"Goldschmidt, Paul","1111","0.90916530278232405892","824",72.48416544554458,"0.24302430243024302430",0.33495145631067963,0.24842484248424843,0.1796116504854369,0.1332133213321332,"7.7508739873987399","10",-25.464238844842107,"287",0.2583258325832583,"388",0.34923492349234925
669224,"Wells, Austin","782","0.90404624277456647399","579",72.4778959335039,"0.22506393861892583120",0.30397236614853196,0.22506393861892582,0.15716753022452504,0.11636828644501279,"7.3900524552429668","13",-18.448193629934543,"203",0.2595907928388747,"271",0.34654731457800514
642350,"Siri, Jose","738","0.90000000000000000000","455",72.470020406504,"0.27235772357723577236",0.2725274725274725,0.16802168021680217,0.14945054945054945,0.0921409214092141,"7.8421582926829268","20",-19.772927227582294,"283",0.38346883468834686,"206",0.2791327913279133
516782,"Marte, Starling","662","0.90313778990450204638","476",72.39534935045312,"0.27039274924471299094",0.33613445378151263,0.24169184290030213,0.1722689075630252,0.12386706948640483,"7.2838004833836858","12",-4.8105261665309085,"186",0.2809667673716012,"250",0.3776435045317221
656811,"O'Hearn, Ryan","789","0.91319444444444444444","661",72.37593176172375,"0.24334600760456273764",0.3373676248108926,0.2826362484157161,0.14826021180030258,0.12420785804816223,"7.1385244740177440","6",-13.456449141787015,"128",0.16223067173637515,"346",0.4385297845373891
664023,"Happ, Ian","1071","0.90609137055837563452","783",72.35314433239962,"0.23716153127917833800",0.31800766283524906,0.23249299719887956,0.15070242656449553,0.11017740429505135,"6.9586799439775910","18",-17.333896437307345,"288",0.2689075630252101,"357",0.3333333333333333
596019,"Lindor, Francisco","1222","0.90720118782479584261","932",72.34286330605576,"0.23240589198036006547",0.37553648068669526,0.2864157119476268,0.1888412017167382,0.14402618657937807,"7.5638910310965630","14",-4.5232423310208025,"290",0.23731587561374795,"475",0.38870703764320785
608369,"Seager, Corey","823","0.90439560439560439560","645",72.28888899149456,"0.20899149453219927096",0.3333333333333333,0.26123936816524906,0.19534883720930232,0.15309842041312272,"6.6468979100850547","14",0.4692984470205194,"178",0.21628189550425272,"319",0.38760631834750914
682928,"Abrams, CJ","1026","0.90237467018469656992","794",72.24537363547755,"0.23879142300194931774",0.31863979848866497,0.246588693957115,0.13476070528967254,0.10428849902534112,"7.5043158479532164","32",-15.22632946800789,"232",0.22612085769980506,"379",0.36939571150097467
553993,"Suárez, Eugenio","1025","0.90308370044052863436","742",72.20641466341459,"0.21463414634146341463",0.30727762803234504,0.2224390243902439,0.1495956873315364,0.10829268292682927,"7.7821313853658537","34",-3.5081063756777175,"283",0.2760975609756098,"352",0.3434146341463415
664761,"Bohm, Alec","912","0.90566037735849056604","760",72.2061900438596,"0.21271929824561403509",0.39342105263157895,0.32785087719298245,0.1868421052631579,0.15570175438596492,"7.3844609320175439","9",2.329650983838071,"152",0.16666666666666666,"429",0.47039473684210525
701538,"Merrill, Jackson","1092","0.90547263681592039801","884",72.18668018315027,"0.21336996336996336996",0.3042986425339366,0.24633699633699635,0.1515837104072398,0.1227106227106227,"7.5266097985347985","30",-4.516965109780477,"208",0.19047619047619047,"401",0.36721611721611724
666181,"Benson, Will","650","0.90277777777777777778","407",72.08176756923079,"0.20769230769230769231",0.257985257985258,0.16153846153846155,0.10319410319410319,0.06461538461538462,"7.8730006769230769","17",-21.417341499505348,"243",0.37384615384615383,"160",0.24615384615384617
657557,"DeJong, Paul","936","0.90873786407766990291","634",72.04020519230771,"0.15491452991452991453",0.2697160883280757,0.18269230769230768,0.11987381703470032,0.0811965811965812,"6.8999711431623932","11",-22.0980340218207,"302",0.32264957264957267,"274",0.29273504273504275
657136,"Wong, Connor","822","0.90329670329670329670","595",72.01319633819953,"0.17518248175182481752",0.29411764705882354,0.21289537712895376,0.13277310924369748,0.09610705596107055,"7.3449219464720195","11",-9.505505043213342,"227",0.2761557177615572,"294",0.35766423357664234
665862,"Chisholm Jr., Jazz","1013","0.90689346463742166517","714",71.99104248766032,"0.23593287265547877591",0.32212885154061627,0.22704837117472854,0.15126050420168066,0.10661401776900296,"7.4945231589338598","11",-35.23783948559986,"299",0.29516288252714706,"344",0.3395853899308983
666969,"García, Adolis","1106","0.90138549307253463733","749",71.95052441229666,"0.22965641952983725136",0.33377837116154874,0.22603978300180833,0.16421895861148197,0.1112115732368897,"7.8564441862567812","14",-37.93737545641246,"357",0.3227848101265823,"359",0.32459312839059673
641487,"Crawford, J.P.","651","0.90668523676880222841","524",71.92572615975426,"0.23195084485407066052",0.2900763358778626,0.23348694316436253,0.12213740458015267,0.09831029185867896,"7.2702896159754224","5",-24.747559407532748,"127",0.19508448540706605,"250",0.38402457757296465
669016,"Marsh, Brandon","723","0.90375000000000000000","539",71.90301811894875,"0.15352697095435684647",0.33766233766233766,0.2517289073305671,0.14842300556586271,0.11065006915629322,"7.2050539972337483","4",-7.055559272182803,"184",0.2544951590594744,"253",0.3499308437067773
543807,"Springer, George","949","0.90037950664136622391","730",71.89902859852482,"0.22339304531085353003",0.33013698630136984,0.25395152792413067,0.15205479452054796,0.11696522655426765,"7.4315015173867229","24",-25.716789574389438,"219",0.23076923076923078,"367",0.38672286617492097
592206,"Castellanos, Nick","1170","0.90487238979118329466","827",71.85833894017088,"0.22649572649572649573",0.3373639661426844,0.23846153846153847,0.12696493349455865,0.08974358974358974,"7.5809815384615385","12",-19.319301284622128,"343",0.2931623931623932,"424",0.3623931623931624
686469,"Pasquantino, Vinnie","915","0.91135458167330677291","789",71.84293911475409,"0.20655737704918032787",0.36755386565272496,0.31693989071038253,0.16096324461343473,0.13879781420765028,"7.4153603060109290","12",-5.838474049191833,"126",0.1377049180327869,"405",0.4426229508196721
641584,"Fraley, Jake","661","0.90300546448087431694","528",71.80723450832076,"0.19969742813918305598",0.25757575757575757,0.20574886535552195,0.07196969696969698,0.057488653555219364,"7.0766630105900151","1",-21.68285140007652,"133",0.20121028744326777,"251",0.37972768532526474
650559,"De La Cruz, Bryan","1074","0.90252100840336134454","781",71.77776210428304,"0.19832402234636871508",0.3265044814340589,0.23743016759776536,0.1267605633802817,0.09217877094972067,"7.6931054748603352","20",-27.23532093860376,"293",0.27281191806331473,"374",0.34823091247672255
