"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","b_lob","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_ball","b_called_strike","b_game","b_gnd_into_dp","b_hit_by_pitch","b_intent_walk","b_sac_bunt","b_sac_fly","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","b_total_ball","b_total_strike","b_total_swinging_strike","xba","xslg","woba","xwoba","xobp","xiso","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Davis, Brendon","663478","2022","24","10","11","2","2","0","0","0","3","1",27.3,9.1,".200",".200",".273","0.473","0.000",".286","0","1","2","0","1","18","5","3","0","0","0","0","0","1","0","0","18","27","8",".240",".394",".223",".311",".309",".154",,,,,,,,,"88","34.2",42.9,"1",14.3,42.9,"97.4071625","93.491647143",36.4,48.9
"Okey, Chris","608360","2022","27","12","13","2","2","0","0","0","5","0",38.5,0,".167",".167",".231","0.398","0.000",".286","0","7","2","0","0","11","11","7","0","1","0","0","0","0","0","0","14","33","4",".164",".185",".191",".200",".229",".021",,,,,,,,,"86.2","15.9",14.3,"0",0,14.3,"92.2704425","90.529261429",22.7,46.8
"Dunand, Joe","656388","2022","26","10","11","3","1","1","0","1","3","0",27.3,0,".300",".700",".364","1.064","0.400",".333","1","7","7","0","0","14","7","3","0","1","0","0","0","0","0","0","17","30","5",".131",".232",".449",".205",".210",".101",,,,,,,,,"85.9","40.1",28.6,"0",0,28.6,"91.9978625","90.990168571",26.1,48.9
"Lopez, Otto","672640","2022","23","9","10","6","6","0","0","0","1","1",10,10,".667",".667",".700","1.367","0.000",".750","3","2","6","1","0","13","8","8","0","0","0","0","0","0","0","0","14","22","0",".287",".312",".599",".306",".358",".026",,,,,,,,,"85.5","4.2",37.5,"0",0,37.5,"97.1351825","92.8954125",7.1,38.9
"Lavastida, Bryan","681526","2022","23","12","15","1","1","0","0","0","4","3",26.7,20,".083",".083",".267","0.350","0.000",".125","0","7","1","0","0","21","15","6","0","0","0","0","0","0","0","0","24","33","4",".112",".125",".197",".221",".289",".013",,,,,,,,,"87.6","6.2",0,"0",0,37.5,"97.18608","92.7774725",33.3,31.6
"Bradley, Bobby","656252","2022","26","17","17","2","2","0","0","0","9","0",52.9,0,".118",".118",".118","0.236","0.000",".250","0","8","2","0","0","16","10","8","0","0","0","0","0","0","0","0","19","45","17",".147",".185",".104",".144",".147",".038",,,,,,,,,"87.5","2.7",25,"0",0,50,"102.3819925","95.19099625",48.6,54.7
"Pillar, Kevin","607680","2022","33","12","13","1","0","1","0","0","4","1",30.8,7.7,".083",".167",".154","0.321","0.084",".125","0","7","2","0","0","12","7","4","1","0","0","0","0","0","0","0","15","30","7",".192",".364",".150",".272",".255",".172",,,,,,,,,"88.2","10.7",25,"1",12.5,25,"99.88945","94.372665",34.8,51.1
"Stanton, Giancarlo","519317","2022","32","398","452","84","46","7","0","31","137","50",30.3,11.1,".211",".462",".297","0.759","0.251",".227","78","204","184","0","0","672","336","110","8","0","2","0","3","0","0","0","711","1130","257",".240",".474",".327",".350",".328",".234",,,,,,,,,"95","10.8",26.9,"51",19.3,52.3,"107.816149318","98.594697985",36.5,43.1
"Hamilton, Billy","571740","2022","31","20","23","1","1","0","0","0","12","2",52.2,8.7,".050",".050",".136","0.186","0.000",".125","0","8","1","1","10","29","9","37","0","0","0","1","0","5","5","0","29","58","23",".154",".174",".103",".196",".231",".020",,,,,,,,,"78.4","28.3",33.3,"0",0,11.1,"90.54521","91.915963333",55.1,56.3
"Bannon, Rylan","676625","2022","26","14","15","2","2","0","0","0","5","0",33.3,0,".143",".143",".200","0.343","0.000",".222","0","9","2","0","0","18","9","5","0","1","0","0","0","0","0","0","20","37","9",".126",".180",".166",".173",".184",".054",,,,,,,,,"88.7","0.9",11.1,"0",0,44.4,"97.829154","94.048668889",35.7,49.1
"Ellis, Drew","656403","2022","26","16","17","3","2","1","0","0","7","1",41.2,5.9,".188",".250",".235","0.485","0.062",".333","1","3","4","0","0","27","13","7","0","0","0","0","0","0","0","0","30","50","9",".178",".228",".219",".205",".226",".050",,,,,,,,,"88.4","9.4",44.4,"0",0,33.3,"94.363078","91.535043333",24.3,46.3
"Aguilar, Ryan","666922","2022","27","22","26","3","2","1","0","0","14","2",53.8,7.7,".136",".182",".231","0.413","0.046",".333","2","11","4","0","0","29","12","7","0","1","0","0","1","0","0","0","31","70","26",".131",".202",".197",".204",".228",".071",,,,,,,,,"93.3","10.5",44.4,"0",0,33.3,"99.04246","95.061015556",50,57.4
"Mastrobuoni, Miles","670156","2022","26","16","17","3","3","0","0","0","6","1",35.3,5.9,".188",".188",".235","0.423","0.000",".300","0","5","3","0","1","19","18","8","0","0","0","0","0","0","1","0","24","44","6",".165",".201",".196",".191",".215",".036",,,,,,,,,"86.3","-2.2",20,"0",0,10,"93.924566","90.962283",26.9,38.2
"Souza Jr., Steven","519306","2022","33","19","19","3","3","0","0","0","8","0",42.1,0,".158",".158",".158","0.316","0.000",".273","1","15","3","0","0","21","10","6","2","0","0","0","0","0","0","0","23","50","13",".181",".203",".140",".169",".181",".022",,,,,,,,,"83.3","23.6",36.4,"0",0,18.2,"90.473553333","89.979872727",35,54.8
"Godoy, José","608422","2022","27","20","22","1","1","0","0","0","9","2",40.9,9.1,".050",".050",".136","0.186","0.000",".091","1","18","1","0","0","24","7","10","0","0","0","0","0","0","0","0","26","61","14",".110",".129",".103",".158",".191",".019",,,,,,,,,"78","-3",27.3,"0",0,18.2,"92.572264","91.342053",33.3,62.1
"Johnson, Bryce","669369","2022","26","18","19","2","2","0","0","0","7","1",36.8,5.3,".111",".111",".158","0.269","0.000",".182","2","10","2","0","0","16","12","11","0","0","0","0","0","0","0","0","16","41","8",".166",".191",".129",".183",".210",".025",,,,,,,,,"82.6","13.5",45.5,"0",0,18.2,"93.31258","90.897770909",31,50.9
"Kolozsvary, Mark","656627","2022","26","20","21","4","1","2","0","1","9","1",42.9,4.8,".200",".450",".238","0.688","0.250",".300","3","9","9","0","0","25","21","10","1","0","0","0","0","0","0","0","26","51","4",".192",".304",".294",".236",".231",".112",,,,,,,,,"88.3","-1.8",45.5,"1",9.1,45.5,"98.683816667","94.076961818",20,39
"O'Hoppe, Logan","681351","2022","22","14","16","4","4","0","0","0","3","2",18.8,12.5,".286",".286",".375","0.661","0.000",".364","2","9","4","0","0","24","6","5","0","0","0","0","0","0","0","0","24","36","9",".234",".294",".307",".287",".330",".060",,,,,,,,,"84.3","24.6",36.4,"0",0,9.1,"92.40453","90.402470909",36.7,50
"Davis, Jaylin","664041","2022","27","24","27","8","7","1","0","0","11","3",40.7,11.1,".333",".375",".407","0.782","0.042",".615","2","12","9","0","0","46","23","12","0","0","0","0","0","0","0","0","51","77","27",".227",".272",".352",".272",".313",".045",,,,,,,,,"88.2","7.1",53.8,"0",0,38.5,"99.263558571","94.163736923",50,42.2
"Batten, Matthew","676946","2022","27","19","22","2","1","1","0","0","6","2",27.3,9.1,".105",".158",".227","0.385","0.053",".154","1","14","3","0","0","33","15","15","0","1","0","0","0","0","0","0","36","55","10",".188",".246",".193",".258",".299",".058",,,,,,,,,"86.3","3.4",38.5,"0",0,30.8,"95.92967","92.269822308",30,44
"Berti, Jon","542932","2022","32","358","404","86","62","17","3","4","89","42",22,10.4,".240",".338",".324","0.662","0.098",".308","28","143","121","5","41","554","284","102","6","3","0","0","1","37","4","0","588","982","149",".236",".358",".298",".306",".322",".122",,,,,,,,,"88","4.7",30.7,"16",5.9,37,"98.782159778","93.452015688",24.5,44.5
"Turner, Trea","607208","2022","29","652","708","194","130","39","4","21","131","45",18.5,6.4,".298",".466",".343","0.809","0.168",".342","100","264","304","3","27","857","386","160","9","3","1","0","6","25","2","0","941","1779","330",".276",".432",".350",".335",".327",".156",,,,,,,,,"88.9","10.2",35.3,"40",7.6,41.6,"100.188198893","94.238854962",26.3,51.2
"DeLuzio, Ben","641512","2022","27","20","25","3","2","1","0","0","5","3",20,12,".150",".200",".292","0.492","0.050",".200","0","13","4","1","0","33","11","22","0","1","0","1","0","0","0","0","37","60","13",".268",".311",".242",".330",".390",".044",,,,,,,,,"72.8","12.8",37.5,"0",0,12.5,"84.559385","89.671839333",28.6,50.5
"Beckham, Tim","542921","2022","32","25","25","2","2","0","0","0","9","0",36,0,".080",".080",".080","0.160","0.000",".125","1","15","2","0","0","28","9","12","2","0","0","0","0","0","0","0","30","61","17",".186",".235",".071",".181",".186",".049",,,,,,,,,"90.5","-0.4",12.5,"0",0,50,"101.5056975","95.50426",36.5,57.1
"Siani, Michael","672279","2022","22","24","24","4","4","0","0","0","7","0",29.2,0,".167",".167",".167","0.334","0.000",".235","0","17","4","1","0","35","18","9","1","0","0","0","0","0","0","0","36","62","9",".167",".210",".147",".164",".167",".043",,,,,,,,,"81","30.7",29.4,"0",0,23.5,"95.6169375","91.80846875",25,44.9
"Fox, Lucius","665650","2022","24","25","28","2","2","0","0","0","9","1",32.1,3.6,".080",".080",".115","0.195","0.000",".125","2","12","2","0","1","35","18","10","1","0","0","2","0","1","0","0","36","73","15",".156",".211",".094",".182",".188",".055",,,,,,,,,"81.8","-3.5",11.1,"1",5.6,33.3,"95.43933875","92.16679625",30.9,50.5
"Alvarez, Eddy","657193","2022","32","25","27","4","4","0","0","0","9","0",33.3,0,".160",".160",".154","0.314","0.000",".235","3","11","4","0","1","26","17","14","1","0","0","1","1","1","0","0","27","72","11",".191",".220",".136",".179",".188",".029",,,,,,,,,"88","10.3",22.2,"0",0,27.8,"96.002405556","92.270659412",29.1,55.6
"Trevino, Jose","624431","2022","29","335","353","83","59","12","1","11","62","15",17.6,4.2,".248",".388",".283","0.671","0.140",".274","43","136","130","1","2","344","258","115","5","2","0","0","1","2","0","0","372","887","119",".239",".364",".293",".281",".275",".125",,,,,,,,,"87.9","13",31,"14",5.1,35,"98.396823259","93.244987844",21.1,50
"Henry, Payton","668721","2022","25","28","35","4","4","0","0","0","8","5",22.9,14.3,".143",".143",".314","0.457","0.000",".200","4","15","4","0","0","47","22","15","0","2","0","0","0","0","0","0","51","82","13",".187",".203",".241",".279",".350",".016",,,,,,,,,"79.5","-7.4",15,"0",0,10,"90.405935","90.147309",28.3,45.1
"Rooker Jr., Brent","667670","2022","27","32","36","4","3","1","0","0","11","3",30.6,8.3,".125",".156",".222","0.378","0.031",".190","2","21","5","0","0","46","19","16","2","1","0","0","0","0","0","0","51","91","21",".183",".306",".186",".264",".274",".123",,,,,,,,,"87.8","13.5",33.3,"1",4.8,42.9,"98.796148182","94.009091429",33.3,50.7
"Hernández, Yonny","660634","2022","24","24","28","2","2","0","0","0","4","2",14.3,7.1,".083",".083",".154","0.237","0.000",".100","0","20","2","0","2","34","26","12","0","0","0","2","0","2","0","0","37","80","5",".170",".201",".121",".202",".234",".031",,,,,,,,,"82.3","-12.5",22.7,"0",0,13.6,"91.606844","90.365624737",11.1,46.2
"Hicks, Aaron","543305","2022","32","384","453","83","64","9","2","8","109","62",24.1,13.7,".216",".313",".330","0.643","0.097",".279","40","188","120","3","10","731","387","130","10","4","3","1","2","9","1","0","802","1215","194",".218",".336",".292",".303",".333",".117",,,,,,,,,"87.9","14.8",25.2,"16",5.8,33.1,"98.078223577","93.127214322",25.8,41.1
"Almonte, Abraham","501659","2022","33","35","37","9","6","2","0","1","12","1",32.4,2.7,".257",".400",".297","0.697","0.143",".364","2","20","14","0","1","50","40","15","1","1","0","0","0","1","0","0","53","99","15",".184",".295",".306",".234",".229",".110",,,,,,,,,"88.1","14.6",34.8,"1",4.3,30.4,"97.3089975","92.870767391",27.1,38.8
"Padlo, Kevin","656821","2022","25","33","34","4","3","1","0","0","10","1",29.4,2.9,".121",".152",".147","0.299","0.031",".174","3","30","5","0","0","39","18","13","2","0","0","0","0","0","0","0","45","87","21",".160",".206",".135",".174",".185",".047",,,,,,,,,"90.8","16.4",21.7,"0",0,43.5,"102.4780125","95.686507826",33.3,52.3
"Chavis, Michael","656308","2022","26","401","426","92","59","16","3","14","126","19",29.6,4.5,".229",".389",".265","0.654","0.160",".294","49","187","156","1","1","438","184","129","4","2","1","0","4","1","0","0","460","1064","222",".217",".336",".282",".261",".256",".119",,,,,,,,,"85.4","11.1",33,"21",7.5,38.7,"99.520768345","93.803336787",30.8,57.7
"Reks, Zach","676646","2022","28","34","34","9","8","1","0","0","10","0",29.4,0,".265",".294",".265","0.559","0.029",".375","3","16","10","1","0","31","17","16","0","0","0","0","0","0","0","0","33","81","14",".225",".310",".245",".231",".225",".085",,,,,,,,,"86.3","19",33.3,"0",0,41.7,"99.422948333","93.789835833",26.6,56.1
"Dickerson, Alex","543105","2022","32","33","36","4","3","0","0","1","9","3",25,8.3,".121",".212",".194","0.406","0.091",".130","2","17","7","0","0","59","25","13","3","0","0","0","0","0","0","0","61","90","17",".221",".395",".189",".297",".285",".175",,,,,,,,,"90.1","18.2",33.3,"2",8.3,41.7,"100.162001667","94.577181667",29.2,43
"González, Erik","570481","2022","30","37","41","7","6","1","0","0","12","4",29.3,9.8,".189",".216",".268","0.484","0.027",".280","3","20","8","0","1","58","21","16","1","0","0","0","0","1","0","0","59","117","27",".224",".268",".227",".263",".300",".044",,,,,,,,,"84.4","-0.7",32,"0",0,20,"95.166554167","91.612839167",31.3,54.5
"Sánchez, Yolmer","570560","2022","30","37","44","4","4","0","0","0","13","5",29.5,11.4,".108",".108",".214","0.322","0.000",".167","2","19","4","2","0","63","34","17","0","0","0","2","0","0","0","0","66","119","17",".135",".179",".166",".204",".240",".044",,,,,,,,,"84.4","14",38.5,"0",0,15.4,"93.495089167","90.904037391",23.5,45.9
"Frazier, Clint","640449","2022","27","37","45","8","5","3","0","0","11","7",24.4,15.6,".216",".297",".356","0.653","0.081",".308","1","17","11","0","1","66","27","19","1","1","0","0","0","1","0","0","72","96","17",".203",".292",".305",".300",".345",".089",,,,,,,,,"85.9","18",23.1,"1",3.8,30.8,"97.710853846","93.178426",27.5,41.1
"Wallach, Chad","595453","2022","30","35","40","5","3","1","0","1","9","4",22.5,10,".143",".257",".231","0.488","0.114",".160","4","12","9","0","0","60","25","12","1","0","0","1","0","0","0","0","63","105","21",".243",".438",".224",".332",".321",".195",,,,,,,,,"87","17.7",40.7,"2",7.4,37,"98.675730769","93.413808846",30,47.6
"Ruiz, Esteury","665923","2022","23","35","36","6","4","1","1","0","7","1",19.4,2.8,".171",".257",".194","0.451","0.086",".214","2","19","9","2","1","34","21","17","0","0","0","0","0","0","1","0","37","96","15",".205",".255",".197",".216",".227",".050",,,,,,,,,"73","19.2",32.1,"1",3.6,10.7,"85.063086429","89.873328519",22.7,56.4
"Polanco, Jorge","593871","2022","28","375","445","88","56","16","0","16","95","64",21.3,14.4,".235",".405",".346","0.751","0.170",".269","56","175","152","3","3","699","344","104","4","2","1","0","4","3","0","0","751","1149","171",".248",".451",".333",".358",".361",".203",,,,,,,,,"89","21.7",37.7,"29",10.2,38.7,"99.924839571","94.156301183",25.7,42.4
"Reyes, Franmil","614177","2022","26","438","473","97","64","17","2","14","157","30",33.2,6.3,".221",".365",".273","0.638","0.144",".307","47","186","160","1","2","609","303","118","12","2","0","0","3","1","1","0","665","1188","294",".203",".358",".280",".275",".259",".155",,,,,,,,,"92","9.9",27.8,"32",11.3,45.8,"102.075082606","95.415814488",37.1,47.8
"Franco, Wander","677551","2022","21","314","344","87","58","20","3","6","33","26",9.6,7.6,".277",".417",".328","0.745","0.140",".290","33","126","131","0","8","410","164","83","5","0","1","0","4","8","0","0","428","788","71",".285",".408",".323",".331",".340",".123",,,,,,,,,"87.3","8.2",35.1,"13",4.6,35.8,"98.428767413","93.287600772",13.3,51.3
"Moncada, Yoán","660162","2022","27","397","433","84","53","18","1","12","114","32",26.3,7.4,".212",".353",".273","0.626","0.141",".265","51","170","140","0","2","559","293","104","5","2","2","1","1","2","0","0","620","1105","199",".220",".374",".275",".289",".282",".154",,,,,,,,,"88.7","15.7",35.1,"28",9.8,37.5,"99.519949858","93.912687082",27.8,47.1
"Baty, Brett","683146","2022","22","38","42","7","5","0","0","2","8","2",19,4.8,".184",".342",".244","0.586","0.158",".179","5","25","13","0","0","44","25","11","0","1","0","0","0","0","0","0","49","97","16",".287",".414",".260",".332",".339",".127",,,,,,,,,"91.1","10",43.3,"2",6.7,36.7,"100.49892","94.923889",23.6,49.3
"Mondesi, Adalberto","609275","2022","26","50","54","7","7","0","0","0","20","4",37,7.4,".140",".140",".204","0.344","0.000",".233","3","21","7","0","5","77","27","15","2","0","0","0","0","4","1","0","79","136","39",".166",".231",".166",".211",".228",".066",,,,,,,,,"88","7.8",16.7,"1",3.3,26.7,"97.560296923","92.799797692",43.1,50.7
"Grossman, Robbie","543257","2022","32","411","477","86","59","19","1","7","129","56",27,11.7,".209",".311",".310","0.621","0.102",".283","45","163","128","2","6","708","402","129","3","6","0","0","4","6","0","0","745","1197","164",".205",".305",".283",".281",".307",".100",,,,,,,,,"86.7","21.1",38.5,"10",3.5,30.4,"96.176090559","92.129787754",23.9,40.9
"Gallagher, Cam","595956","2022","29","42","47","9","4","5","0","0","13","3",27.7,6.4,".214",".333",".267","0.600","0.119",".310","5","22","14","0","0","57","26","18","0","0","0","2","0","0","0","0","63","111","16",".187",".242",".265",".220",".241",".055",,,,,,,,,"85.8","16.3",32.3,"0",0,25.8,"96.084264286","92.051254643",22.4,48.9
"Palacios, Joshua","641943","2022","26","47","49","10","8","2","0","0","15","1",30.6,2,".213",".255",".245","0.500","0.042",".313","2","24","12","0","1","55","28","29","0","1","0","0","0","1","0","0","66","143","28",".208",".247",".225",".221",".240",".039",,,,,,,,,"81.3","4.9",28.1,"0",0,31.3,"93.297935","91.528613125",26.1,55
"Quiroz, Esteban","606019","2022","30","40","47","11","11","0","0","0","9","4",19.1,8.5,".275",".275",".370","0.645","0.000",".355","3","12","11","1","1","54","42","14","0","2","0","1","0","1","0","0","63","122","17",".226",".297",".303",".290",".327",".071",,,,,,,,,"81.6","11.3",43.8,"1",3.1,28.1,"94.728799333","91.473812667",22.5,43.2
"Sánchez, Gary","596142","2022","29","419","471","86","46","24","0","16","136","40",28.9,8.5,".205",".377",".282","0.659","0.172",".257","61","193","158","0","2","610","375","128","12","7","0","0","5","2","0","0","678","1203","218",".220",".439",".290",".321",".298",".218",,,,,,,,,"90.5","14",29.2,"39",13.5,49.3,"103.200555347","96.181078537",30.8,44
"Gonzalez, Oscar","660757","2022","24","362","382","107","69","27","0","11","75","15",19.6,3.9,".296",".461",".327","0.788","0.165",".345","43","168","167","2","1","363","174","91","6","3","2","0","2","1","0","0","400","1009","187",".279",".422",".339",".320",".313",".143",,,,,,,,,"88.6","5.4",32.5,"21",7.3,40.1,"101.045260903","94.682138153",26.7,59.3
"Wisdom, Patrick","621550","2022","30","469","534","97","44","28","0","25","183","53",34.3,9.9,".207",".426",".298","0.724","0.219",".274","66","244","200","4","8","766","326","134","8","9","1","1","2","6","2","0","832","1401","340",".188",".380",".316",".295",".284",".191",,,,,,,,,"90.7","21",29.8,"41",14.2,46.3,"102.164032394","95.695873993",36.5,48.1
"Bernard, Wynton","592144","2022","31","42","42","12","11","1","0","0","8","0",19,0,".286",".310",".286","0.596","0.024",".353","3","12","13","1","3","47","25","12","1","0","0","0","0","3","0","0","50","117","21",".236",".279",".262",".226",".236",".043",,,,,,,,,"84.6","-6.5",26.5,"0",0,26.5,"95.746017059","92.083023235",25,55.1
"MacKinnon, David","676950","2022","27","50","57","7","7","0","0","0","17","6",29.8,10.5,".140",".140",".228","0.368","0.000",".206","6","30","7","0","0","79","53","22","2","0","0","0","1","0","0","0","87","165","24",".208",".280",".181",".259",".289",".072",,,,,,,,,"85","8.2",26.5,"1",2.9,20.6,"95.337789412","91.668894706",24.1,44.4
"Harper, Bryce","547180","2022","29","370","426","106","59","28","1","18","87","46",20.4,10.8,".286",".514",".364","0.878","0.228",".324","65","143","190","4","11","514","144","99","13","3","9","0","7","7","3","1","554","1040","223",".288",".527",".369",".380",".369",".238",,,,,,,,,"92.1","11.8",37.2,"37",12.8,47.9,"102.954593636","96.099964685",28.3,56.2
"Beaty, Matt","607461","2022","29","43","47","4","2","1","1","0","8","2",17,4.3,".093",".163",".170","0.333","0.070",".114","1","28","7","0","0","58","37","20","3","2","0","0","0","0","0","0","65","112","9",".199",".257",".158",".243",".267",".059",,,,,,,,,"83.6","10.5",22.9,"0",0,31.4,"96.810826667","92.643656286",16,42.4
"Pérez, Roberto","547379","2022","33","60","69","14","10","2","0","2","25","9",36.2,13,".233",".367",".333","0.700","0.134",".364","8","33","22","0","0","118","63","21","1","0","0","0","0","0","0","0","122","186","44",".212",".376",".315",".308",".314",".165",,,,,,,,,"89.3","5.4",42.9,"4",11.4,51.4,"101.789615556","95.453621714",36.6,39.9
"Locastro, Tim","641796","2022","29","43","46","8","5","1","0","2","7","2",15.2,4.3,".186",".349",".239","0.588","0.163",".176","4","19","15","2","8","42","26","38","0","1","0","0","0","7","1","0","48","118","21",".253",".416",".259",".316",".303",".163",,,,,,,,,"86.5","11.8",33.3,"2",5.6,25,"96.334290556","92.286206571",23.9,55.4
"Bemboom, Anthony","621532","2022","32","52","59","6","3","2","0","1","17","6",28.8,10.2,".115",".212",".207","0.419","0.097",".147","1","21","11","0","0","89","44","22","1","0","0","1","0","0","0","0","93","151","23",".182",".266",".196",".246",".269",".084",,,,,,,,,"90.1","7",30.6,"2",5.6,36.1,"99.029268824","94.197804545",24.3,43.9
"India, Jonathan","663697","2022","25","386","431","96","68","16","2","10","94","31",21.8,7.2,".249",".378",".327","0.705","0.129",".305","41","117","146","4","3","576","396","103","5","14","1","0","0","2","1","0","621","1111","141",".238",".353",".314",".301",".318",".116",,,,,,,,,"85.1","14.5",36,"14",4.8,28.8,"97.40599669","92.71951917",23.6,41.3
"Lewis, Kyle","641786","2022","26","56","62","8","5","0","0","3","19","5",30.6,8.1,".143",".304",".226","0.530","0.161",".147","5","27","17","0","0","92","35","18","2","1","0","0","0","0","0","0","103","160","47",".206",".400",".239",".300",".284",".195",,,,,,,,,"89.9","16.9",24.3,"4",10.8,32.4,"99.820208889","93.910104444",39.2,47.5
"McKinney, Billy","641856","2022","27","52","57","5","3","1","0","1","16","4",28.1,7,".096",".173",".158","0.331","0.077",".111","4","15","9","0","0","87","56","23","0","0","1","0","1","0","0","0","92","164","26",".155",".245",".144",".200",".214",".090",,,,,,,,,"83.8","17.4",29.7,"2",5.4,21.6,"94.801226111","91.441268889",27.8,42.2
"Ahmed, Nick","605113","2022","32","52","54","12","7","2","0","3","15","2",27.8,3.7,".231",".442",".259","0.701","0.211",".265","7","23","23","1","0","64","37","17","2","0","0","0","0","0","0","0","66","145","25",".191",".292",".302",".227",".221",".101",,,,,,,,,"86.9","4.4",32.4,"2",5.4,32.4,"96.865202778","92.508848611",25,51.2
"Campusano, Luis","669134","2022","23","48","50","12","10","1","0","1","11","1",22,2,".250",".333",".260","0.593","0.083",".297","5","18","16","0","0","37","21","16","2","0","0","0","1","0","0","0","39","122","28",".230",".355",".257",".258",".241",".125",,,,,,,,,"87.7","16.4",26.3,"2",5.3,36.8,"99.761276842","93.942856579",31.7,62.7
