"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","b_lob","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_ball","b_called_strike","b_game","b_gnd_into_dp","b_hit_by_pitch","b_intent_walk","b_sac_bunt","b_sac_fly","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","b_total_ball","b_total_strike","b_total_swinging_strike","xba","xslg","woba","xwoba","xobp","xiso","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Adell, Jo","666176","2020","21","124","132","20","13","4","0","3","55","7",41.7,5.3,".161",".266",".212","0.478","0.105",".258","7","69","33","1","0","167","91","38","3","1","0","0","0","0","0","0","178","369","104",".174",".289",".212",".229",".224",".115",,,,,,,,,"90.6","11.4",30.4,"3",4.3,36.2,"101.169282059","94.772264328",42.1,50.8
"Narváez, Omar","553882","2020","28","108","126","19","13","4","0","2","39","16",31,12.7,".176",".269",".294","0.563","0.093",".254","10","37","29","0","0","189","77","40","1","2","0","0","0","0","0","0","205","348","69",".172",".294",".262",".269",".291",".121",,,,,,,,,"81.6","18.7",36.2,"5",7.2,21.7,"91.751160571","90.352955652",29.5,49
"Tauchman, Mike","643565","2020","29","95","111","23","17","6","0","0","26","14",23.4,12.6,".242",".305",".342","0.647","0.063",".329","14","50","29","0","6","172","72","43","3","1","3","0","1","5","1","0","186","283","52",".253",".324",".286",".300",".353",".071",,,,,,,,,"84.9","10.6",34.3,"1",1.4,24.3,"95.329407143","91.868523623",28.9,45
"Fuentes, Joshua","658069","2020","27","98","103","30","21","7","0","2","29","2",28.2,1.9,".306",".439",".320","0.759","0.133",".406","17","39","43","0","1","113","50","30","1","1","0","0","2","1","0","0","120","260","47",".254",".341",".323",".270",".273",".087",,,,,,,,,"84","10.6",39.4,"1",1.4,23.9,"94.824394","91.568796286",24.3,55.3
"Holt, Brock","571788","2020","32","95","106","20","14","6","0","0","24","9",22.6,8.5,".211",".274",".283","0.557","0.063",".278","5","40","26","0","1","157","94","36","3","1","0","0","1","1","0","0","175","287","31",".220",".286",".253",".265",".292",".066",,,,,,,,,"84","10.5",27.8,"1",1.4,18.1,"93.549179444","90.837542817",19.7,41.8
"Olivares, Edward","658668","2020","24","96","101","23","17","2","1","3","25","4",24.8,4,".240",".375",".267","0.642","0.135",".290","10","46","36","2","0","117","72","31","1","0","0","0","1","0","0","0","125","277","44",".260",".366",".275",".286",".287",".106",,,,,,,,,"82.7","7.6",33.3,"4",5.6,27.8,"95.808798056","92.053416761",24.9,51
"Stassi, Max","545358","2020","29","90","105","25","16","2","0","7","21","11",20,10.5,".278",".533",".352","0.885","0.255",".277","20","41","48","0","0","120","63","31","5","1","0","0","3","0","0","0","129","233","40",".270",".567",".370",".390",".354",".297",,,,,,,,,"91.6","15",31.9,"8",11.1,41.7,"101.027561944","95.079565352",26.5,47
"Bruce, Jay","457803","2020","33","96","103","19","7","4","2","6","24","7",23.3,6.8,".198",".469",".252","0.721","0.271",".197","14","52","45","0","0","144","40","32","1","0","1","0","0","0","0","0","151","262","60",".237",".472",".297",".322",".289",".235",,,,,,,,,"89","15.3",31.9,"7",9.7,38.9,"100.006678056","94.070415694",28.8,53.8
"Marmolejos, José","592530","2020","27","107","115","22","12","4","0","6","32","7",27.8,6.1,".206",".411",".261","0.672","0.205",".232","18","55","44","1","0","143","88","35","2","1","0","0","0","0","0","0","162","288","63",".234",".449",".287",".317",".288",".216",,,,,,,,,"90.5","10.5",33.3,"9",12,45.3,"102.137787027","95.495565676",33,44.4
"Kipnis, Jason","543401","2020","33","114","135","27","15","8","1","3","41","18",30.4,13.3,".237",".404",".341","0.745","0.167",".333","16","53","46","0","1","226","115","44","1","1","0","0","2","1","0","0","241","352","48",".180",".332",".326",".282",".293",".152",,,,,,,,,"86.2","18.2",28,"7",9.3,30.7,"97.028039459","92.51401973",26.6,40
"Kendrick III, Howie","435062","2020","36","91","100","25","19","4","0","2","17","7",17,7,".275",".385",".320","0.705","0.110",".311","14","50","35","0","0","112","69","25","4","0","2","0","2","0","0","0","122","262","32",".282",".450",".298",".332",".333",".168",,,,,,,,,"88.8","7.3",39.5,"5",6.6,39.5,"100.317676842","94.421104079",20.7,50.3
"Kemp, Matt","461314","2020","35","117","132","28","19","3","0","6","41","15",31.1,11.4,".239",".419",".326","0.745","0.180",".314","21","50","49","0","1","193","93","43","5","0","1","0","0","1","0","0","214","333","74",".226",".430",".322",".321",".314",".205",,,,,,,,,"85.3","11.9",38.2,"6",7.9,28.9,"96.947643421","92.483759605",36.3,43.9
"Brinson, Lewis","621446","2020","26","106","112","24","15","6","0","3","30","6",26.8,5.4,".226",".368",".268","0.636","0.142",".288","12","42","39","0","4","125","66","47","2","0","0","0","0","4","0","0","139","290","64",".247",".390",".275",".296",".287",".143",,,,,,,,,"88.1","7.9",27.6,"6",7.9,36.8,"100.496400789","94.257298026",30.8,52.2
"Paredes, Isaac","670623","2020","21","100","108","22","17","4","0","1","24","8",22.2,7.4,".220",".290",".278","0.568","0.070",".280","6","42","29","0","0","145","103","34","1","0","0","0","0","0","0","0","158","291","23",".212",".273",".255",".247",".271",".061",,,,,,,,,"86.5","7.5",35.5,"0",0,26.3,"96.688738947","92.443197467",17.6,41.9
"Smoak, Justin","475253","2020","33","119","132","21","9","7","0","5","42","10",31.8,7.6,".176",".361",".250","0.611","0.185",".219","15","48","43","0","0","206","92","36","4","2","0","0","1","0","0","0","223","331","64",".187",".327",".265",".260",".260",".139",,,,,,,,,"89.6","15.3",33.3,"3",3.8,39.7,"98.890258974","93.926609103",31.4,43.1
"Kingery, Scott","664068","2020","26","113","124","18","10","5","0","3","35","9",28.2,7.3,".159",".283",".228","0.511","0.124",".200","6","47","32","0","0","151","68","36","1","1","0","1","0","0","0","0","159","309","70",".221",".404",".227",".302",".287",".183",,,,,,,,,"85.3","16.9",30.4,"8",10.1,31.6,"97.109273784","92.589615811",31.5,51.5
"Murphy, Sean","669221","2020","25","116","140","27","15","5","0","7","37","24",26.4,17.1,".233",".457",".364","0.821","0.224",".278","14","61","53","0","0","220","104","43","6","0","0","0","0","0","0","0","239","345","53",".217",".440",".358",".348",".351",".223",,,,,,,,,"92.2","14.7",31.6,"10",12.7,49.4,"102.24371925","95.747906456",25.3,41.3
"Choo, Shin-Soo","425783","2020","37","110","127","26","18","3","0","5","33","13",26,10.2,".236",".400",".323","0.723","0.164",".284","15","31","44","2","6","204","97","33","1","2","1","0","2","4","2","0","216","307","61",".254",".455",".312",".340",".338",".202",,,,,,,,,"90","11.4",38,"8",10.1,35.4,"99.590915","94.103417763",32.9,40.2
"Long Jr., Shed","643418","2020","24","117","128","20","12","5","0","3","37","11",28.9,8.6,".171",".291",".242","0.533","0.120",".221","9","46","34","0","4","180","89","34","1","0","0","0","0","4","0","0","187","311","72",".175",".304",".238",".248",".246",".129",,,,,,,,,"87.1","2.6",21.3,"5",6.3,32.5,"97.8132215","92.968719747",34.7,44.6
"Thames, Eric","519346","2020","33","123","140","25","17","5","0","3","42","14",30,10,".203",".317",".300","0.617","0.114",".282","12","60","39","0","1","179","98","41","2","3","1","0","0","1","0","0","201","379","72",".219",".379",".276",".305",".314",".160",,,,,,,,,"88.7","14.6",35.8,"5",6.2,46.9,"99.448036585","93.906994568",29.2,48.4
"Gyorko, Jedd","576397","2020","31","117","135","29","17","3","0","9","38","15",28.1,11.1,".248",".504",".333","0.837","0.256",".278","17","53","59","0","0","192","110","42","4","1","1","0","2","0","0","0","217","349","72",".249",".505",".351",".357",".336",".256",,,,,,,,,"88.6","15.3",35.8,"13",16,43.2,"99.834024634","94.201654691",31.8,42.2
"Vogelbach, Daniel","596129","2020","27","115","136","24","15","3","0","6","33","20",24.3,14.7,".209",".391",".331","0.722","0.182",".237","16","53","45","0","0","237","158","39","3","1","1","0","0","0","0","0","250","365","39",".229",".411",".317",".335",".349",".182",,,,,,,,,"89.5","10.2",29.3,"7",8.5,41.5,"100.374978537","94.433077654",22.2,33.7
"Kemp, Tony","643393","2020","28","93","114","23","18","5","0","0","14","15",12.3,13.2,".247",".301",".363","0.664","0.054",".284","4","34","28","1","3","147","69","49","0","3","0","1","2","3","0","0","160","248","22",".256",".349",".307",".329",".372",".094",,,,,,,,,"85.8","18.8",42.7,"1",1.2,15.9,"93.0903025","90.581912532",13.4,43.9
"Romine, Austin","519222","2020","31","130","135","31","24","5","0","2","47","4",34.8,3,".238",".323",".259","0.582","0.085",".354","17","58","42","0","0","158","77","37","3","0","0","0","1","0","0","0","167","358","65",".207",".296",".253",".231",".230",".090",,,,,,,,,"87.9","7.7",33.3,"4",4.8,47.6,"101.262716667","94.970409639",29.9,53.5
"Meadows, Austin","640457","2020","25","132","152","27","14","8","1","4","50","17",32.9,11.2,".205",".371",".296","0.667","0.166",".287","13","40","49","1","2","235","104","36","0","1","0","0","2","2","0","0","250","407","76",".186",".344",".292",".278",".282",".158",,,,,,,,,"90.3","24.2",28.6,"6",7.1,44,"99.996409512","94.370029878",31.4,46.1
"Caratini, Victor","605170","2020","26","116","132","28","20","7","0","1","31","12",23.5,9.1,".241",".328",".333","0.661","0.087",".321","16","51","38","1","0","203","104","44","4","4","1","0","0","0","0","0","221","320","48",".216",".318",".297",".285",".311",".102",,,,,,,,,"87.9","6.2",25.9,"3",3.5,36.5,"99.423572326","93.808877882",23.6,39.9
"Calhoun, Willie","641432","2020","25","100","108","19","15","2","1","1","17","5",15.7,4.6,".190",".260",".231","0.491","0.070",".214","13","46","26","0","0","143","75","29","1","1","0","0","2","0","0","0","160","259","22",".194",".271",".217",".234",".244",".077",,,,,,,,,"89.3","14.4",25.9,"1",1.2,38.8,"98.889824762","93.84814381",14.7,43.9
"Camargo, Johan","622666","2020","26","120","127","24","12","8","0","4","35","6",27.6,4.7,".200",".367",".244","0.611","0.167",".247","9","58","44","0","0","176","81","35","1","1","0","0","0","0","0","0","193","338","73",".184",".316",".262",".240",".229",".133",,,,,,,,,"87.3","9.8",23.5,"4",4.7,32.9,"98.073732558","93.195430824",33.9,48.4
"Naylor, Josh","647304","2020","23","97","104","24","19","3","1","1","12","5",11.5,4.8,".247",".330",".291","0.621","0.083",".274","6","43","32","0","1","112","64","40","2","1","0","0","0","1","0","0","130","250","22",".275",".383",".274",".309",".317",".108",,,,,,,,,"86.8","7.8",28.2,"3",3.5,34.1,"98.326574651","93.256026824",15.6,48.9
"Berti, Jon","542932","2020","30","120","149","31","24","5","0","2","37","23",24.8,15.4,".258",".350",".388","0.738","0.092",".354","14","52","42","2","9","228","138","39","1","3","0","2","1","6","1","2","242","343","31",".241",".316",".337",".323",".374",".074",,,,,,,,,"86.6","7.2",32.6,"3",3.5,33.7,"98.26145881","93.203116988",19.5,35
"Hoerner, Nico","663538","2020","23","108","126","24","20","4","0","0","24","12",19,9.5,".222",".259",".312","0.571","0.037",".279","13","50","28","2","3","169","105","48","3","3","0","0","2","3","0","0","185","338","30",".243",".315",".265",".297",".332",".072",,,,,,,,,"87.5","0.8",27.9,"1",1.2,37.2,"97.816979048","92.914957262",18.9,44.6
"Joyce, Matt","459964","2020","35","127","148","32","26","4","0","2","41","20",27.7,13.5,".252",".331",".351","0.682","0.079",".353","14","55","42","0","1","229","92","46","3","0","0","0","1","1","0","0","247","355","78",".227",".337",".310",".310",".335",".110",,,,,,,,,"86.7","12.5",36.8,"3",3.4,32.2,"96.427068837","92.39910407",33.1,43.7
"Andrus, Elvis","462101","2020","31","103","111","20","12","5","0","3","15","8",13.5,7.2,".194",".330",".252","0.582","0.136",".200","7","43","34","1","3","136","74","29","5","0","0","0","0","1","2","0","148","264","35",".234",".389",".255",".295",".289",".156",,,,,,,,,"88.5","9.2",28.4,"5",5.7,37.5,"98.369457273","93.535145517",19.5,46.1
"Frazier, Clint","640449","2020","25","131","160","35","20","6","1","8","44","25",27.5,15.6,".267",".511",".394","0.905","0.244",".338","26","61","67","0","3","284","133","39","5","3","0","0","1","3","0","0","312","376","73",".246",".447",".388",".363",".377",".200",,,,,,,,,"89.4","11.6",38.6,"11",12.5,43.2,"100.225028864","94.500424205",31.7,35.3
"Albies, Ozzie","645277","2020","23","118","124","32","21","5","0","6","30","5",24.2,4,".271",".466",".306","0.772","0.195",".317","19","53","55","1","3","121","51","29","0","1","0","0","0","3","0","0","135","309","53",".234",".411",".329",".294",".271",".177",,,,,,,,,"86.7","17.8",35.2,"8",9.1,28.4,"97.037208409","92.580833908",24.8,58.1
"Cooper, Garrett","643265","2020","29","120","133","34","20","8","0","6","31","11",23.3,8.3,".283",".500",".353","0.853","0.217",".337","20","53","60","0","0","192","123","34","5","2","0","0","0","0","0","0","209","348","43",".303",".518",".365",".383",".371",".215",,,,,,,,,"90.1","9.5",39.3,"9",10.1,41.6,"101.048629778","94.620778315",22.2,40.4
"Choi, Ji Man","596847","2020","29","122","145","28","12","13","0","3","36","20",24.8,13.8,".230",".410",".331","0.741","0.180",".291","16","59","50","0","0","212","95","42","1","0","2","0","3","0","0","0","235","360","76",".193",".303",".316",".276",".307",".110",,,,,,,,,"89","15.7",30.3,"3",3.4,39.3,"99.950294091","94.229662414",31.7,44.5
"Soler, Jorge","624585","2020","28","149","174","34","18","8","0","8","60","19",34.5,10.9,".228",".443",".326","0.769","0.215",".317","24","46","66","0","0","276","152","43","3","3","0","0","1","0","0","0","305","434","90",".243",".487",".332",".354",".339",".244",,,,,,,,,"92.5","15.5",36.7,"17",18.9,51.1,"104.222742889","96.799733556",37.2,38.2
"Gomes, Yan","543228","2020","32","109","119","31","20","6","1","4","22","6",18.5,5,".284",".468",".319","0.787","0.184",".314","13","47","51","0","1","117","75","30","1","1","0","0","3","1","0","0","129","276","39",".283",".462",".332",".338",".322",".179",,,,,,,,,"89.9","17.6",38.9,"5",5.6,37.8,"97.909945778","93.332021573",22.4,49.6
"Goodwin, Brian","571718","2020","29","144","164","31","15","9","1","6","54","17",32.9,10.4,".215",".417",".299","0.716","0.202",".291","22","76","60","0","5","237","142","50","1","1","1","0","2","5","0","0","267","415","79",".212",".381",".305",".298",".299",".169",,,,,,,,,"89.9","20.7",41.3,"10",10.9,41.3,"99.35149587","94.073766739",33.7,40
"Mazara, Nomar","608577","2020","25","136","149","31","24","6","0","1","44","10",29.5,6.7,".228",".294",".295","0.589","0.066",".330","15","49","40","1","0","200","115","42","0","3","0","0","0","0","0","0","212","399","68",".222",".364",".267",".291",".290",".142",,,,,,,,,"91","6.7",28.3,"7",7.6,48.9,"100.983635217","95.079862391",28.5,46.5
"Jansen, Danny","643376","2020","25","120","147","22","13","3","0","6","31","21",21.1,14.3,".183",".358",".313","0.671","0.175",".190","20","57","43","0","0","215","87","43","1","2","0","3","1","0","0","0","231","340","52",".247",".439",".300",".354",".366",".193",,,,,,,,,"85.1","16.3",36.6,"8",8.6,35.5,"98.166132727","93.141772386",24.9,44.3
"Smith, Will","669257","2020","25","114","137","33","16","9","0","8","22","20",16.1,14.6,".289",".579",".401","0.980","0.290",".294","25","47","66","0","0","236","115","37","2","2","1","0","1","0","0","0","262","348","33",".293",".539",".411",".407",".409",".247",,,,,,,,,"90.8","24.2",41.9,"12",12.9,47.3,"100.232229574","94.728067634",15.5,38.2
"Odor, Rougned","596059","2020","26","138","148","23","9","4","0","10","47","7",31.8,4.7,".167",".413",".209","0.622","0.246",".157","30","78","57","1","0","171","102","38","2","1","0","0","2","0","0","0","192","402","64",".195",".423",".259",".282",".240",".228",,,,,,,,,"86","20.7",28,"11",11.8,32.3,"98.444349556","93.290596742",25.7,50.5
"Castro, Willi","650489","2020","23","129","140","45","33","4","2","6","38","7",27.1,5,".349",".550",".381","0.931","0.201",".448","24","48","71","1","0","155","69","36","0","1","0","1","2","0","0","0","171","363","71",".303",".507",".393",".364",".340",".205",,,,,,,,,"85.3","11.3",38.3,"9",9.6,31.9,"98.304612979","93.246088817",31,55.1
"Moore, Dylan","664238","2020","27","137","159","35","18","9","0","8","43","14",27,8.8,".255",".496",".358","0.854","0.241",".314","17","48","68","5","12","214","141","38","4","8","0","0","0","11","1","0","241","415","63",".251",".464",".368",".357",".355",".213",,,,,,,,,"90.4","17.3",39.4,"13",13.8,44.7,"100.937683913","94.786239239",27,41.8
"Tellez, Rowdy","642133","2020","25","113","127","32","19","5","0","8","20","11",15.7,8.7,".283",".540",".346","0.886","0.257",".276","23","40","61","1","0","148","62","35","1","1","1","0","2","0","0","0","157","284","43",".283",".508",".369",".368",".351",".225",,,,,,,,,"90.7","10.6",30.5,"8",8.4,45.3,"103.12322587","96.241402088",23.4,50.3
"Polanco, Gregory","570256","2020","28","157","174","24","11","6","0","7","65","13",37.4,7.5,".153",".325",".214","0.539","0.172",".193","22","74","51","1","3","247","98","50","1","0","0","0","3","3","0","0","269","486","150",".223",".417",".232",".301",".280",".195",,,,,,,,,"92.9","20.8",36.8,"12",12.6,51.6,"103.372398125","96.619252842",42.8,51.4
"Kiermaier, Kevin","595281","2020","30","138","159","30","19","5","3","3","42","20",26.4,12.6,".217",".362",".321","0.683","0.145",".290","22","68","50","1","8","236","91","49","2","1","1","0","0","7","1","0","256","397","83",".249",".377",".301",".325",".348",".129",,,,,,,,,"87.7","-0.4",28.1,"6",6.3,41.7,"99.416378542","93.734220104",30.1,46.9
"Sogard, Eric","519299","2020","34","115","128","24","18","5","0","1","20","11",15.6,8.6,".209",".278",".281","0.559","0.069",".242","10","54","32","0","0","172","126","43","1","1","0","0","1","0","0","0","183","316","11",".256",".312",".254",".290",".326",".055",,,,,,,,,"84.4","15.2",43.8,"0",0,14.6,"92.238561458","90.314033474",9.5,38.1
"Díaz, Yandy","650490","2020","28","114","138","35","30","3","0","2","17","23",12.3,16.7,".307",".386",".428","0.814","0.079",".347","11","43","44","0","0","237","122","34","6","1","1","0","0","0","0","0","247","326","28",".247",".325",".367",".327",".380",".078",,,,,,,,,"88.3","-7.9",24.7,"2",2.1,30.9,"98.551971667","93.363170737",15.7,35.6
"Mountcastle, Ryan","663624","2020","23","126","140","42","32","5","0","5","30","11",21.4,7.9,".333",".492",".386","0.878","0.159",".398","23","51","62","1","0","146","48","35","2","1","0","0","2","0","0","0","166","354","80",".266",".430",".377",".328",".326",".164",,,,,,,,,"87.4","10.8",34.7,"7",7.1,41.8,"100.093747347","94.17183102",29.7,58.8
"Chavis, Michael","656308","2020","24","146","158","31","19","5","2","5","50","8",31.6,5.1,".212",".377",".259","0.636","0.165",".280","19","86","55","0","3","195","84","42","6","2","0","0","2","3","0","0","217","405","101",".229",".394",".272",".294",".279",".166",,,,,,,,,"88.3","10",37.8,"7",7.1,37.8,"99.348214286","93.72648551",38.3,51.6
"Acuña Jr., Ronald","660670","2020","22","160","202","40","15","11","0","14","60","38",29.7,18.8,".250",".581",".406","0.987","0.331",".302","29","56","93","1","8","349","147","46","3","4","2","0","0","8","0","0","374","502","98",".256",".594",".413",".422",".411",".339",,,,,,,,,"92.3","18.1",34,"16",16,56,"105.3485436","97.591202626",29.9,40.5
"Grandal, Yasmani","518735","2020","31","161","194","37","22","7","0","8","58","30",29.9,15.5,".230",".422",".351","0.773","0.192",".299","27","59","68","0","0","342","207","46","4","1","0","0","2","0","0","0","360","500","81",".207",".403",".338",".327",".334",".196",,,,,,,,,"90.3","15.6",38.1,"8",7.6,43.8,"99.928859811","94.403731524",30.7,34.1
"Moustakas, Mike","519058","2020","31","139","163","32","15","9","0","8","36","18",22.1,11,".230",".468",".331","0.799","0.238",".247","27","49","65","0","1","233","92","44","5","4","1","0","2","1","0","0","252","408","58",".240",".430",".340",".335",".340",".191",,,,,,,,,"88.8","16.3",36.2,"10",9.5,40,"100.011511887","94.258664667",24.4,47.9
"DeJong, Paul","657557","2020","26","152","174","38","29","6","0","3","50","17",28.7,9.8,".250",".349",".322","0.671","0.099",".340","25","63","53","0","1","248","84","45","4","1","0","0","4","1","0","0","267","415","96",".238",".406",".296",".315",".314",".168",,,,,,,,,"89.2","21.7",41.5,"8",7.5,40.6,"98.955570943","93.781347547",32.3,48.5
"Encarnación, Edwin","429665","2020","37","159","181","25","10","5","0","10","54","16",29.8,8.8,".157",".377",".250","0.627","0.220",".156","19","86","60","0","0","268","136","44","3","4","0","0","1","0","0","0","293","498","103",".161",".366",".272",".277",".257",".205",,,,,,,,,"85.4","22.8",29.2,"14",13.2,33,"98.563050755","93.338255755",32.6,45.8
"Mullins II, Cedric","656775","2020","25","140","153","38","28","4","3","3","37","8",24.2,5.2,".271",".407",".315","0.722","0.136",".350","12","48","57","2","7","199","88","48","0","1","0","4","0","6","1","0","208","394","55",".214",".297",".313",".251",".261",".083",,,,,,,,,"88.6","15.9",23.4,"3",2.8,31.8,"98.471417391","93.43960087",21.9,50.8
"Markakis, Nick","455976","2020","36","130","141","33","17","15","0","1","23","10",16.3,7.1,".254",".392",".312","0.704","0.138",".302","15","68","51","1","0","192","105","37","5","1","0","0","0","0","0","0","209","341","21",".276",".364",".307",".310",".333",".088",,,,,,,,,"89","9.5",35.5,"2",1.9,42.1,"99.034273019","93.741427925",12.7,42.9
"Rojas, Miguel","500743","2020","31","125","143","38","23","10","1","4","18","16",12.6,11.2,".304",".496",".392","0.888","0.192",".330","20","47","62","1","5","198","111","40","1","2","2","0","0","5","0","0","213","319","27",".278",".386",".379",".334",".370",".108",,,,,,,,,"87.2","12.2",38.3,"1",0.9,30.8,"97.052507358","92.736485905",17.3,39.1
"Hoskins, Rhys","656555","2020","27","151","185","37","18","9","0","10","43","29",23.2,15.7,".245",".503",".384","0.887","0.258",".276","26","66","76","0","1","297","130","41","4","5","0","0","0","1","0","0","320","449","74",".236",".507",".382",".381",".378",".272",,,,,,,,,"89.7","25.1",32.4,"16",14.8,41.7,"100.487589434","94.486281038",26.6,41.5
"Tsutsugo, Yoshi","660294","2020","28","157","185","31","17","5","1","8","50","26",27,14.1,".197",".395",".314","0.709","0.198",".230","24","75","62","0","0","329","160","51","5","1","1","0","1","0","0","0","351","496","65",".211",".421",".309",".325",".325",".210",,,,,,,,,"90.2","17.2",25,"10",9.3,47.2,"100.54797037","94.744612315",23.2,39.7
"Lopes, Tim","621005","2020","26","143","151","34","20","12","0","2","34","6",22.5,4,".238",".364",".278","0.642","0.126",".299","15","52","52","0","5","160","84","46","2","2","0","0","0","5","0","0","178","393","87",".235",".347",".279",".276",".275",".113",,,,,,,,,"87.2","6.5",29.4,"3",2.8,39.4,"98.485706852","93.271333611",29.4,54.1
"Rosario, Amed","642708","2020","24","143","147","36","28","3","1","4","34","4",23.1,2.7,".252",".371",".272","0.643","0.119",".305","15","84","53","1","0","142","97","46","5","0","0","0","0","0","0","0","157","367","56",".233",".340",".277",".261",".254",".107",,,,,,,,,"86.5","4.2",30.3,"4",3.7,33,"97.644859815","92.872729159",24.4,51.6
"Ramos, Wilson","467092","2020","32","142","155","34","23","6","0","5","31","10",20,6.5,".239",".387",".297","0.684","0.148",".271","15","85","55","0","0","175","50","45","5","2","0","0","1","0","0","0","189","340","65",".247",".419",".297",".316",".306",".172",,,,,,,,,"89","6.5",26.8,"8",7.1,42,"101.041723929","94.832569732",25.9,54.8
"Belt, Brandon","474832","2020","32","149","179","46","23","13","1","9","36","30",20.1,16.8,".309",".591",".425","1.016","0.282",".356","30","69","88","0","0","260","101","51","5","0","1","0","0","0","0","0","289","397","60",".287",".597",".427",".422",".406",".310",,,,,,,,,"90.7","18",40.7,"19",16.8,46.9,"101.297268571","95.273395045",23.3,43.1
"d'Arnaud, Travis","518595","2020","31","165","184","53","36","8","0","9","50","16",27.2,8.7,".321",".533",".386","0.919","0.212",".411","34","95","88","0","1","206","105","44","8","2","0","0","1","1","0","0","231","445","93",".300",".535",".392",".385",".368",".235",,,,,,,,,"93.4","8.1",42.2,"13",11.2,57.8,"103.400702414","96.99885113",30.9,50.3
"Severino, Pedro","600474","2020","26","160","178","40","29","5","1","5","40","16",22.5,9,".250",".388",".322","0.710","0.138",".304","21","87","62","0","1","262","110","48","3","1","0","1","0","1","0","0","291","450","81",".269",".430",".312",".337",".339",".161",,,,,,,,,"87.6","9.5",36.4,"9",7.4,31.4,"99.0569","93.575382269",28.2,45.9
"Dickerson, Alex","543105","2020","30","151","170","45","24","10","1","10","30","16",17.6,9.4,".298",".576",".371","0.947","0.278",".313","27","57","87","0","0","202","80","52","5","2","2","0","1","0","0","0","221","385","63",".268",".494",".394",".356",".345",".227",,,,,,,,,"90.9","17.8",30.3,"13",10.7,44.3,"101.065423607","94.709296281",23.3,50.2
"Realmuto, J.T.","592663","2020","29","173","195","46","29","6","0","11","48","16",24.6,8.2,".266",".491",".349","0.840","0.225",".307","32","119","85","1","4","253","119","47","3","6","0","0","0","4","0","0","287","455","83",".246",".498",".361",".356",".331",".252",,,,,,,,,"90.2","11.6",32.8,"17",13.6,42.4,"101.277934921","95.12123304",29.8,45.3
"Schoop, Jonathan","570731","2020","28","162","177","45","31","4","2","8","39","8",22,4.5,".278",".475",".324","0.799","0.197",".316","23","59","77","0","0","178","70","44","8","4","0","0","2","0","0","0","201","423","89",".243",".389",".340",".300",".294",".145",,,,,,,,,"87.2","8.7",26.4,"7",5.6,33.6,"100.202616935","94.106945887",27.8,56.6
"Molina, Yadier","425877","2020","37","145","156","38","32","2","0","4","21","6",13.5,3.8,".262",".359",".303","0.662","0.097",".281","16","60","52","0","0","154","73","42","7","3","0","1","1","0","0","0","177","380","60",".254",".385",".290",".298",".296",".131",,,,,,,,,"84.7","12.3",38.9,"3",2.4,25.4,"95.328723016","91.70046664",24.1,55.1
"Soto, Juan","665742","2020","21","154","196","54","27","14","0","13","28","41",14.3,20.9,".351",".695",".490","1.185","0.344",".363","37","54","107","2","5","353","153","47","1","1","12","0","0","6","0","0","375","452","54",".332",".696",".478",".475",".475",".363",,,,,,,,,"92.1","4.3",33.3,"23",18.3,51.6,"104.179163651","96.71684",21.4,36.2
"Crawford, Brandon","543063","2020","33","172","193","44","24","12","0","8","47","15",24.4,7.8,".256",".465",".326","0.791","0.209",".303","28","76","80","2","1","234","81","54","3","4","2","0","2","1","0","0","251","481","106",".235",".398",".334",".309",".311",".163",,,,,,,,,"88.7","12.4",35.4,"12",9.4,39.4,"98.74086254","93.673056111",31.5,54.6
"Laureano, Ramón","657656","2020","25","183","222","39","24","8","1","6","58","24",26.1,10.8,".213",".366",".338","0.704","0.153",".270","25","78","67","1","2","318","183","54","7","12","0","0","3","2","0","0","352","543","77",".230",".403",".315",".338",".353",".173",,,,,,,,,"87.7","12.3",34.4,"12",9.4,34.4,"99.202456563","93.694385859",25,40.2
"Hernández, Teoscar","606192","2020","27","190","207","55","32","7","0","16","63","14",30.4,6.8,".289",".579",".340","0.919","0.290",".348","34","83","110","1","6","267","157","50","4","1","0","0","1","3","3","0","293","547","125",".296",".614",".384",".401",".346",".318",,,,,,,,,"93.3","15.3",40.6,"23",18,53.1,"104.846097031","97.246447559",34.9,46.4
"Santander, Anthony","623993","2020","25","153","165","40","15","13","1","11","25","10",15.2,6.1,".261",".575",".315","0.890","0.314",".248","32","70","88","1","0","191","73","37","2","2","3","0","0","0","0","0","207","382","61",".287",".516",".364",".358",".339",".228",,,,,,,,,"88.6","24.7",40.6,"13",10.2,36.7,"100.002088281","94.130117717",25.6,52.5
